"coach_name","season","team_abbreviation","wins","losses","w_pct_rank","net_rating","net_rating_rank","off_rating","off_rating_rank","def_rating","def_rating_rank","pace_rank","pace","efg_pct_rank","efg_pct","fta_rate_rank","fta_rate","tm_tov_pct_rank","tm_tov_pct","oreb_pct_rank","oreb_pct","pct_fga_3pt_rank","pct_fga_3pt","opp_efg_pct_rank","opp_efg_pct","opp_fta_rate_rank","opp_fta_rate","opp_tov_pct_rank","opp_tov_pct","opp_oreb_pct_rank","opp_oreb_pct","opp_pct_fga_3pt_rank","opp_pct_fga_3pt"
"D. Harris (61-21)","1997-98","LAL","61","21",3,8.1,1,110.4,2,102.3,11,2,94.85,2,0.519,2,0.42,8,0.16,13,0.339,5,0.216,8,0.467,18,0.335,18,0.163,19,0.344,14,0.157794117647059
"D. Harris (56-26)","1996-97","LAL","56","26",7,4.2,9,106.4,9,102.3,8,11,92.61,14,0.496,5,0.351,4,0.159,9,0.343,9,0.226,6,0.478,15,0.321,11,0.175,18,0.342,11,0.20833962834265
"T. Jenkins (27-55)","2023-24","MEM","27","55",24,-6.9,26,106.8,30,113.7,12,17,98.68,29,0.509,18,0.238,28,0.152,13,0.287,5,0.428,19,0.551,18,0.25,3,0.152,23,0.294,23,0.407547699214366
"T. Jenkins (51-31)","2022-23","MEM","51","31",5,4,4,114.7,11,110.7,3,8,101.5,21,0.54,19,0.259,9,0.133,6,0.302,16,0.372,2,0.526,12,0.262,8,0.148,22,0.289,23,0.407060420909708
"T. Jenkins (56-26)","2021-22","MEM","56","26",2,5.3,5,114.3,4,108.9,6,4,100.52,23,0.522,19,0.245,8,0.13,1,0.338,28,0.346,10,0.523,18,0.253,4,0.149,15,0.274,13,0.389049387811253
"T. Jenkins (38-34)","2020-21","MEM","38","34",15,1.2,14,111.7,15,110.5,7,8,100.77,22,0.528,25,0.232,6,0.131,4,0.285,27,0.342,12,0.535,14,0.249,8,0.146,15,0.264,18,0.395490840770315
"T. Jenkins (34-39)","2019-20","MEM","34","39",16,-1,17,108.7,21,109.7,14,6,103.31,20,0.528,25,0.24,20,0.147,13,0.271,26,0.346,10,0.521,21,0.277,16,0.143,15,0.267,20,0.391383495145631
"J. Bickerstaff (33-49)","2018-19","MEM","33","49",22,-2.4,24,105.6,27,108,9,30,97.15,27,0.508,7,0.272,23,0.143,27,0.247,19,0.342,14,0.521,28,0.296,3,0.155,20,0.276,29,0.386044470450556
"D. Fizdale (7-12)","2017-18","MEM","7","12",24,-2.5,22,102.8,24,105.3,13,29,95.92,24,0.501,10,0.281,3,0.144,28,0.226,12,0.351,7,0.502,27,0.294,8,0.164,26,0.286,23,0.357372826786864
"J. Bickerstaff (15-48)","2017-18","MEM","15","48",29,-8.1,29,103.8,29,111.9,29,29,95.57,29,0.499,13,0.248,29,0.16,3,0.29,23,0.307,25,0.537,30,0.345,5,0.152,23,0.277,25,0.361938816050854
"D. Fizdale (43-39)","2016-17","MEM","43","39",11,0.5,12,107,19,106.5,7,29,92.84,28,0.491,11,0.28,9,0.137,7,0.295,13,0.316,7,0.506,30,0.341,8,0.152,9,0.269,28,0.355607115235886
"D. Joerger (42-40)","2015-16","MEM","42","40",14,-2.4,21,104.7,19,107.1,20,27,93.95,29,0.477,6,0.295,9,0.14,6,0.298,26,0.222,24,0.518,30,0.326,1,0.171,23,0.291,30,0.33828766062858
"D. Joerger (55-27)","2014-15","MEM","55","27",5,3.5,7,104.8,13,101.2,2,26,92.82,20,0.489,13,0.276,9,0.142,18,0.288,29,0.184,12,0.492,7,0.247,6,0.163,10,0.284,23,0.282615200478755
"D. Joerger (50-32)","2013-14","MEM","50","32",9,1.7,14,105.5,14,103.8,8,30,90.58,18,0.494,28,0.248,10,0.15,2,0.326,30,0.171,12,0.497,7,0.259,15,0.155,8,0.282,19,0.266307692307692
"L. Hollins (56-26)","2012-13","MEM","56","26",5,4.5,6,103.6,18,99.1,2,29,89.56,28,0.472,17,0.261,12,0.155,2,0.344,30,0.166,3,0.475,21,0.279,2,0.172,10,0.298,11,0.235899873257288
"L. Hollins (41-25)","2011-12","MEM","41","25",6,2.2,12,102.8,20,100.6,7,18,91.82,25,0.473,13,0.277,15,0.157,3,0.335,28,0.157,11,0.485,23,0.297,1,0.185,20,0.312,20,0.235580670303975
"L. Hollins (46-36)","2010-11","MEM","46","36",11,2.5,10,107,15,104.5,11,16,92.42,20,0.493,18,0.291,13,0.15,3,0.333,30,0.136,18,0.502,15,0.3,1,0.179,23,0.318,27,0.24533826475574
"L. Hollins (40-42)","2009-10","MEM","40","42",18,-1.5,17,107.5,12,109,22,10,94.29,18,0.494,8,0.32,25,0.16,1,0.355,30,0.148,25,0.52,3,0.271,20,0.149,13,0.302,23,0.236238866987881
"M. Iavaroni (11-30)","2008-09","MEM","11","30",26,-6.8,26,101.2,28,108,23,22,90.95,25,0.479,7,0.331,21,0.159,26,0.282,27,0.176,29,0.523,20,0.32,7,0.165,10,0.293,22,0.23441475826972
"J. Davis (0-2)","2008-09","MEM","0","2",16,-18,24,98.3,26,116.3,19,20,89.25,24,0.452,9,0.401,19,0.162,12,0.301,17,0.204,16,0.535,8,0.283,17,0.118,15,0.291,26,0.383647798742138
"L. Hollins (13-26)","2008-09","MEM","13","26",26,-4.5,25,103.6,28,108.1,15,18,91.6,22,0.494,8,0.324,30,0.174,9,0.313,25,0.173,17,0.506,22,0.322,9,0.154,20,0.313,18,0.231544715447154
"M. Iavaroni (22-60)","2007-08","MEM","22","60",27,-6.3,24,103.9,22,110.2,28,7,96.33,13,0.5,13,0.311,23,0.157,24,0.277,4,0.264,29,0.521,2,0.253,26,0.138,11,0.294,17,0.229649519502544
"M. Fratello (6-24)","2006-07","MEM","6","24",30,-4.4,26,102.1,22,106.4,23,25,90.81,23,0.478,3,0.377,19,0.172,25,0.283,13,0.216,29,0.517,14,0.33,3,0.184,23,0.324,22,0.22563880467735
"T. Barone (16-36)","2006-07","MEM","16","36",28,-5.6,28,107.7,5,113.3,30,3,97.07,4,0.518,5,0.372,26,0.17,21,0.296,18,0.208,30,0.535,9,0.303,28,0.145,19,0.315,14,0.215408805031447
"M. Fratello (49-33)","2005-06","MEM","49","33",7,4.1,5,104.5,16,100.4,2,30,87.39,8,0.496,14,0.339,19,0.157,17,0.298,3,0.258,4,0.469,8,0.315,3,0.168,20,0.31,9,0.198152948801037
"H. Brown (5-7)","2004-05","MEM","5","7",21,2.3,8,103.2,13,100.9,12,14,92.83,11,0.482,6,0.379,26,0.181,10,0.338,15,0.185,7,0.457,29,0.41,8,0.178,26,0.344,21,0.199346405228758
"L. Hollins (0-4)","2004-05","MEM","0","4",26,-14.5,30,97.2,24,111.7,27,19,89.88,26,0.434,28,0.243,8,0.136,16,0.316,8,0.204,21,0.494,16,0.313,26,0.131,20,0.337,5,0.145510835913313
"M. Fratello (40-26)","2004-05","MEM","40","26",9,3.8,7,104.8,18,100.9,5,28,89.06,7,0.494,16,0.318,22,0.161,24,0.302,7,0.249,6,0.466,23,0.342,1,0.18,27,0.335,15,0.198029754724568
"H. Brown (50-32)","2003-04","MEM","50","32",8,2.6,8,103.4,7,100.8,12,11,92.6,8,0.479,8,0.322,10,0.16,10,0.325,10,0.197,10,0.465,25,0.328,1,0.182,29,0.345,5,0.166564885496183
"S. Lowe (0-8)","2002-03","MEM","0","8",29,-10.3,29,95.3,21,105.6,26,3,96.99,11,0.461,18,0.305,23,0.185,27,0.274,17,0.156,28,0.498,4,0.257,19,0.168,29,0.378,13,0.159771754636234
"H. Brown (28-46)","2002-03","MEM","28","46",23,-2.8,22,103.1,15,105.9,25,7,93.7,9,0.49,21,0.285,17,0.159,20,0.304,11,0.193,27,0.49,3,0.26,20,0.154,29,0.337,9,0.170604090692881
"S. Lowe (23-59)","2001-02","MEM","23","59",27,-8,28,96.6,29,104.7,20,11,92.55,25,0.462,15,0.288,28,0.176,18,0.305,17,0.168,21,0.486,5,0.262,12,0.158,28,0.337,4,0.16283496851662
"S. Lowe (23-59)","2000-01","VAN","23","59",26,-6,26,98.2,26,104.2,24,13,93.03,20,0.464,22,0.289,22,0.168,24,0.293,22,0.145,25,0.491,4,0.265,21,0.159,25,0.325,8,0.158297747018112
"B. Hill (4-18)","1999-00","VAN","4","18",28,-8,27,99,23,107,29,24,93.61,20,0.468,12,0.317,26,0.185,7,0.335,27,0.113,25,0.496,18,0.326,24,0.156,19,0.322,19,0.167591564927858
"L. Hollins (18-42)","1999-00","VAN","18","42",25,-5.2,25,101.4,23,106.6,27,23,92.04,19,0.476,10,0.321,28,0.179,11,0.323,20,0.149,28,0.504,12,0.291,12,0.163,19,0.321,10,0.16233631261692
"B. Hill (8-42)","1998-99","VAN","8","42",29,-9.3,27,97.1,26,106.3,27,18,90.29,23,0.447,8,0.367,29,0.185,9,0.342,26,0.118,27,0.492,20,0.357,15,0.17,29,0.355,16,0.166709216236916
"B. Hill (19-63)","1997-98","VAN","19","63",25,-7.8,26,102.4,15,110.2,28,7,93.6,11,0.482,17,0.327,27,0.182,10,0.34,21,0.137,28,0.507,14,0.328,26,0.15,20,0.348,17,0.163430420711974
"B. Winters (8-35)","1996-97","VAN","8","35",29,-12.2,29,96.9,29,109.1,29,22,90.32,26,0.461,29,0.258,13,0.172,25,0.318,19,0.196,28,0.513,8,0.296,8,0.18,29,0.386,16,0.213057417662489
"S. Jackson (6-33)","1996-97","VAN","6","33",28,-9.7,28,101.5,28,111.2,24,25,89.02,23,0.483,25,0.281,27,0.181,16,0.334,18,0.199,20,0.506,15,0.32,22,0.156,29,0.378,5,0.20416
"E. Spoelstra (46-36)","2023-24","MIA","46","36",16,1.8,17,113.3,21,111.5,5,29,96.88,20,0.538,8,0.257,10,0.13,24,0.261,14,0.394,13,0.543,5,0.223,9,0.141,3,0.266,28,0.427721088435374
"E. Spoelstra (44-38)","2022-23","MIA","44","38",11,-0.5,21,112.3,25,112.8,9,29,96.76,25,0.53,13,0.27,13,0.138,18,0.274,9,0.408,25,0.561,7,0.253,3,0.161,4,0.267,29,0.429932571093521
"E. Spoelstra (53-29)","2021-22","MIA","53","29",3,4.5,6,113,12,108.4,4,28,96.53,5,0.547,12,0.252,28,0.149,10,0.278,10,0.422,12,0.524,27,0.268,3,0.154,9,0.265,30,0.45570723206506
"E. Spoelstra (40-32)","2020-21","MIA","40","32",13,-0.1,17,110.6,18,110.7,10,29,97.09,11,0.546,10,0.252,21,0.144,29,0.24,7,0.432,19,0.542,7,0.234,3,0.154,19,0.267,30,0.45853022649503
"E. Spoelstra (44-29)","2019-20","MIA","44","29",11,2.7,7,111.9,7,109.3,12,27,98.7,3,0.547,1,0.299,22,0.149,23,0.257,7,0.419,11,0.523,19,0.272,19,0.14,3,0.247,29,0.435188112551375
"E. Spoelstra (39-43)","2018-19","MIA","39","43",17,-0.4,17,106.7,26,107.1,7,23,98.73,21,0.515,20,0.247,26,0.149,6,0.291,13,0.368,5,0.51,19,0.262,11,0.143,13,0.269,27,0.381815626756605
"E. Spoelstra (44-38)","2017-18","MIA","44","38",15,0.4,16,106.2,21,105.8,8,27,96.1,14,0.52,24,0.229,19,0.148,20,0.261,7,0.358,7,0.507,24,0.274,13,0.145,7,0.259,7,0.317328677433435
"E. Spoelstra (41-41)","2016-17","MIA","41","41",15,1,10,107.4,17,106.4,6,22,95.51,15,0.512,26,0.251,12,0.14,12,0.284,14,0.314,4,0.496,19,0.281,17,0.142,16,0.282,1,0.269988412514484
"E. Spoelstra (48-34)","2015-16","MIA","48","34",7,1.7,11,105.5,12,103.7,8,25,94.14,11,0.508,11,0.282,16,0.148,15,0.28,27,0.221,7,0.485,6,0.255,25,0.136,11,0.271,3,0.251952560023141
"E. Spoelstra (37-45)","2014-15","MIA","37","45",21,-3,22,103.2,21,106.1,21,29,91.49,12,0.5,4,0.306,25,0.161,20,0.284,17,0.262,23,0.505,24,0.292,8,0.162,25,0.313,25,0.289284071746129
"E. Spoelstra (54-28)","2013-14","MIA","54","28",5,5.1,4,110,3,105,11,27,91.9,1,0.554,9,0.3,22,0.159,29,0.244,6,0.292,20,0.511,13,0.283,1,0.18,27,0.314,28,0.296061776061776
"E. Spoelstra (66-16)","2012-13","MIA","66","16",1,8.2,2,111.4,1,103.2,9,23,91.26,1,0.552,8,0.297,7,0.151,26,0.264,5,0.285,9,0.487,10,0.262,3,0.17,28,0.322,26,0.268807477762702
"E. Spoelstra (46-20)","2011-12","MIA","46","20",4,6.4,3,105.6,6,99.2,4,16,92.07,6,0.505,5,0.307,21,0.163,21,0.299,22,0.198,8,0.479,17,0.277,3,0.18,13,0.307,27,0.250237326751471
"E. Spoelstra (58-24)","2010-11","MIA","58","24",3,7.8,2,110.6,2,102.9,5,20,91.63,4,0.524,3,0.363,15,0.151,20,0.287,10,0.235,3,0.475,14,0.299,25,0.143,5,0.285,23,0.23949198669489
"E. Spoelstra (47-35)","2009-10","MIA","47","35",13,2.4,13,105.7,19,103.4,6,28,90.3,16,0.496,14,0.296,8,0.144,20,0.294,16,0.219,2,0.48,24,0.326,8,0.158,10,0.299,24,0.238920099875156
"E. Spoelstra (43-39)","2008-09","MIA","43","39",14,0.3,14,106.8,19,106.5,15,23,90.8,16,0.5,24,0.282,3,0.136,26,0.282,8,0.245,16,0.501,22,0.325,4,0.165,20,0.307,21,0.236899563318777
"P. Riley (15-67)","2007-08","MIA","15","67",30,-9.4,30,99.4,30,108.8,26,24,91.24,24,0.482,16,0.3,25,0.159,29,0.264,18,0.217,24,0.51,19,0.325,9,0.155,27,0.319,19,0.231125521074572
"P. Riley (44-38)","2006-07","MIA","44","38",11,-1.2,17,103.4,24,104.6,11,26,90.61,6,0.506,16,0.321,14,0.16,25,0.279,7,0.245,8,0.485,10,0.313,21,0.158,17,0.307,24,0.229400030688967
"S. Van Gundy (11-10)","2005-06","MIA","11","10",14,2.4,11,103.8,13,101.4,11,17,91.8,7,0.499,20,0.338,22,0.171,17,0.307,5,0.248,7,0.461,15,0.331,28,0.144,8,0.297,4,0.163421828908555
"P. Riley (41-20)","2005-06","MIA","41","20",4,4.7,5,108.7,7,104.1,12,11,92.83,2,0.524,5,0.372,12,0.15,21,0.293,14,0.219,11,0.483,20,0.344,30,0.138,2,0.266,26,0.223831195697145
"S. Van Gundy (59-23)","2004-05","MIA","59","23",2,6.7,3,108.9,3,102.2,7,17,91.73,2,0.524,1,0.387,7,0.147,27,0.297,15,0.198,4,0.46,13,0.318,26,0.142,4,0.302,10,0.189261744966443
"S. Van Gundy (42-40)","2003-04","MIA","42","40",12,0.3,13,100.6,17,100.3,9,23,89.3,19,0.463,17,0.298,7,0.154,20,0.307,6,0.211,9,0.463,26,0.338,13,0.164,4,0.293,23,0.202417405318292
"P. Riley (25-57)","2002-03","MIA","25","57",26,-5.8,26,95.4,27,101.2,13,28,88.93,28,0.439,27,0.259,17,0.159,19,0.306,20,0.169,10,0.47,27,0.343,13,0.16,1,0.291,17,0.185083762886598
"P. Riley (36-46)","2001-02","MIA","36","46",20,-1.7,21,97.3,27,99,4,29,88.47,23,0.463,24,0.268,23,0.166,23,0.297,25,0.141,3,0.455,28,0.339,17,0.154,1,0.29,13,0.176620480968307
"P. Riley (50-32)","2000-01","MIA","50","32",9,2.3,12,99.4,20,97.1,4,28,88.39,17,0.469,15,0.299,8,0.153,27,0.28,2,0.221,5,0.46,8,0.29,5,0.174,9,0.3,20,0.173614438588085
"P. Riley (52-30)","1999-00","MIA","52","30",7,3.1,7,102.5,17,99.4,5,25,91.22,3,0.495,24,0.283,18,0.163,21,0.304,9,0.186,3,0.453,16,0.307,23,0.153,8,0.304,17,0.171341925701289
"P. Riley (33-17)","1998-99","MIA","33","17",4,5.8,4,102.9,8,97.1,8,29,86.35,3,0.494,9,0.354,17,0.172,27,0.299,4,0.226,4,0.439,8,0.307,23,0.156,7,0.317,7,0.159305993690852
"P. Riley (55-27)","1997-98","MIA","55","27",8,5.2,7,105.7,11,100.5,6,27,89.35,8,0.494,16,0.329,14,0.166,12,0.339,2,0.244,2,0.452,21,0.345,16,0.165,11,0.331,5,0.14492525570417
"P. Riley (61-21)","1996-97","MIA","61","21",3,6,5,105.2,12,99.2,1,25,89.54,8,0.507,12,0.324,21,0.177,22,0.324,1,0.299,2,0.465,20,0.339,4,0.179,6,0.322,3,0.182139415354963
"A. Griffin (30-13)","2023-24","MIL","30","13",3,3.8,10,120.6,2,116.8,21,3,102.48,2,0.578,4,0.297,5,0.125,26,0.265,6,0.419,9,0.537,6,0.243,30,0.113,11,0.279,4,0.366740358634242
"J. Prunty (2-1)","2023-24","MIL","2","1",9,7,8,117.3,15,110.2,7,2,104.33,12,0.571,9,0.287,13,0.125,22,0.243,14,0.403,10,0.53,23,0.306,15,0.131,6,0.234,10,0.361940298507463
"D. Rivers (17-19)","2023-24","MIL","17","19",20,0.6,17,113.9,18,113.3,15,16,97.85,13,0.554,13,0.235,12,0.131,27,0.245,2,0.447,10,0.541,11,0.217,28,0.126,4,0.26,19,0.408692933083177
"M. Budenholzer (58-24)","2022-23","MIL","58","24",1,3.4,5,114.3,15,110.9,4,10,101.45,10,0.555,25,0.248,19,0.143,14,0.284,4,0.446,1,0.52,2,0.225,30,0.116,2,0.255,4,0.366169544740973
"M. Budenholzer (51-31)","2021-22","MIL","51","31",6,3.2,8,114.3,3,111.1,14,3,100.59,6,0.546,9,0.257,10,0.133,16,0.269,6,0.43,19,0.536,4,0.22,27,0.129,2,0.253,29,0.447853586327547
"M. Budenholzer (46-26)","2020-21","MIL","46","26",7,5.8,4,116.5,5,110.7,9,2,102.85,2,0.566,24,0.233,13,0.134,13,0.269,12,0.404,13,0.536,1,0.202,25,0.127,4,0.245,25,0.415370813397129
"M. Budenholzer (56-17)","2019-20","MIL","56","17",1,9.4,1,111.9,8,102.5,1,1,105.51,1,0.552,7,0.271,13,0.142,28,0.241,4,0.428,1,0.489,4,0.226,24,0.133,1,0.225,28,0.418391139609443
"M. Budenholzer (60-22)","2018-19","MIL","60","22",1,8.6,1,113.5,4,104.9,1,5,103.57,2,0.55,18,0.255,7,0.133,26,0.25,3,0.419,1,0.503,1,0.221,25,0.128,2,0.243,30,0.388055809101578
"J. Kidd (23-22)","2017-18","MIL","23","22",15,-1.5,21,108.1,10,109.6,25,22,96.38,7,0.531,4,0.291,7,0.141,29,0.235,24,0.302,25,0.534,29,0.311,5,0.16,24,0.281,10,0.321653435532439
"J. Prunty (21-16)","2017-18","MIL","21","16",13,1.3,15,110,12,108.6,14,15,97.83,9,0.531,8,0.27,20,0.142,22,0.255,24,0.292,14,0.521,15,0.246,2,0.159,30,0.301,10,0.327312363749611
"J. Kidd (42-40)","2016-17","MIL","42","40",13,-0.2,16,108.5,13,108.7,19,26,94.99,7,0.527,16,0.274,19,0.146,22,0.26,21,0.29,20,0.518,18,0.279,4,0.154,28,0.294,25,0.339802970151448
"J. Kidd (33-49)","2015-16","MIL","33","49",21,-4.5,26,103.4,26,107.8,23,23,95.05,17,0.499,14,0.276,24,0.159,13,0.286,30,0.189,19,0.51,22,0.288,6,0.162,30,0.311,28,0.318468534545988
"J. Kidd (41-41)","2014-15","MIL","41","41",15,0.6,15,102,25,101.4,4,14,94.82,13,0.499,23,0.258,29,0.175,14,0.29,25,0.223,8,0.487,26,0.298,1,0.181,26,0.314,29,0.295464750785811
"L. Drew (15-67)","2013-14","MIL","15","67",30,-8.3,29,101.9,27,110.2,30,21,92.96,26,0.479,16,0.274,25,0.161,10,0.31,24,0.231,28,0.52,20,0.299,19,0.15,29,0.322,20,0.271645343647724
"S. Skiles (16-16)","2012-13","MIL","16","16",15,-1.7,19,100.3,28,102,8,5,94.87,24,0.466,23,0.251,10,0.153,14,0.313,26,0.207,10,0.481,20,0.28,3,0.172,23,0.318,4,0.210984848484848
"J. Boylan (22-28)","2012-13","MIL","22","28",20,-1.7,20,103.9,19,105.6,19,3,96.15,23,0.483,28,0.227,4,0.142,11,0.317,12,0.248,13,0.499,9,0.256,7,0.162,29,0.324,6,0.223409196470042
"S. Skiles (31-35)","2011-12","MIL","31","35",19,0.4,17,104.5,11,104.1,17,3,94.68,17,0.481,26,0.25,5,0.148,12,0.314,17,0.224,16,0.489,18,0.281,5,0.168,28,0.325,19,0.228681459746928
"S. Skiles (35-47)","2010-11","MIL","35","47",21,-0.8,17,100.8,30,101.5,3,25,90.57,30,0.467,20,0.287,11,0.148,21,0.287,17,0.216,6,0.481,20,0.307,5,0.166,9,0.29,7,0.206401766004415
"S. Skiles (46-36)","2009-10","MIL","46","36",14,2.1,14,104,23,101.9,1,20,92.6,25,0.482,30,0.239,4,0.141,19,0.298,6,0.259,8,0.486,29,0.348,4,0.162,1,0.274,4,0.20059739034743
"S. Skiles (34-48)","2008-09","MIL","34","48",20,-1.1,19,105.2,23,106.3,13,11,93.89,25,0.483,15,0.306,15,0.149,12,0.31,22,0.208,17,0.503,30,0.398,1,0.174,15,0.301,22,0.238408471041232
"L. Krystkowiak (26-56)","2007-08","MIL","26","56",24,-7.2,26,103.9,21,111.1,30,17,92.61,23,0.482,20,0.294,24,0.158,3,0.332,23,0.195,30,0.524,20,0.326,16,0.147,20,0.306,21,0.233160621761658
"T. Stotts (23-41)","2006-07","MIL","23","41",27,-3.2,25,106.2,8,109.4,29,12,93.37,10,0.503,28,0.288,13,0.159,15,0.309,16,0.213,29,0.521,13,0.317,6,0.168,29,0.337,28,0.2379203710862
"L. Krystkowiak (5-13)","2006-07","MIL","5","13",25,-8.2,28,105.3,19,113.4,30,11,93.21,11,0.509,26,0.278,24,0.166,16,0.294,10,0.243,25,0.526,11,0.314,10,0.158,30,0.363,10,0.204136090727151
"T. Stotts (40-42)","2005-06","MIL","40","42",17,-1,16,104.9,13,105.9,23,13,92.45,14,0.492,20,0.322,18,0.157,11,0.309,18,0.203,23,0.504,21,0.35,17,0.154,5,0.287,24,0.216982610057966
"T. Porter (30-52)","2004-05","MIL","30","52",25,-3,24,105.1,13,108.1,28,15,92.14,19,0.475,10,0.339,8,0.149,13,0.322,25,0.141,27,0.499,8,0.303,28,0.14,11,0.313,19,0.202006588799042
"T. Porter (41-41)","2003-04","MIL","41","41",14,1.1,11,104.6,4,103.5,23,9,93.2,10,0.477,5,0.33,3,0.144,18,0.308,19,0.172,24,0.485,8,0.288,22,0.152,11,0.31,20,0.192885846108052
"G. Karl (42-40)","2002-03","MIL","42","40",16,0.3,15,107.2,2,106.9,28,19,91.76,1,0.5,19,0.287,2,0.137,26,0.287,6,0.229,29,0.494,20,0.318,19,0.155,27,0.334,20,0.192440897455203
"G. Karl (41-41)","2001-02","MIL","41","41",17,-0.3,16,105.3,9,105.6,23,15,91.51,1,0.507,23,0.269,9,0.152,26,0.287,3,0.241,13,0.477,12,0.287,28,0.139,19,0.321,26,0.2011393514461
"G. Karl (52-30)","2000-01","MIL","52","30",7,4.2,6,106.8,2,102.6,18,9,93.89,1,0.499,27,0.276,2,0.145,21,0.301,3,0.218,16,0.473,22,0.33,11,0.164,18,0.317,26,0.188047087232116
"G. Karl (42-40)","1999-00","MIL","42","40",15,0.3,16,106.5,3,106.2,26,19,94.27,5,0.494,21,0.29,9,0.158,10,0.327,16,0.157,24,0.496,24,0.337,11,0.167,27,0.333,29,0.204244431065623
"G. Karl (28-22)","1998-99","MIL","28","22",11,1.8,13,102.9,7,101.2,16,22,88.64,4,0.489,22,0.303,8,0.161,20,0.312,18,0.162,12,0.463,23,0.365,3,0.187,27,0.352,29,0.217298451681794
"C. Ford (36-46)","1997-98","MIL","36","46",20,-2.2,20,101.5,20,103.7,19,14,91.9,18,0.475,12,0.339,26,0.181,11,0.34,27,0.11,20,0.485,28,0.379,6,0.177,15,0.336,6,0.147016933059028
"C. Ford (33-49)","1996-97","MIL","33","49",20,-2,18,104.7,14,106.7,19,19,90.85,13,0.496,9,0.334,17,0.172,16,0.329,28,0.146,20,0.501,22,0.346,25,0.161,11,0.331,1,0.169944925255704
"C. Finch (56-26)","2023-24","MIN","56","26",4,6.3,3,114.6,17,108.4,1,23,97.79,10,0.559,5,0.27,23,0.144,21,0.275,17,0.384,1,0.515,20,0.252,5,0.145,9,0.275,6,0.371802080404836
"C. Finch (42-40)","2022-23","MIN","42","40",15,0.2,18,113.3,23,113.1,10,7,101.55,8,0.56,12,0.271,25,0.15,26,0.258,14,0.381,11,0.54,28,0.293,5,0.15,26,0.297,11,0.374879758142092
"C. Finch (46-36)","2021-22","MIN","46","36",12,2.7,10,113.8,7,111,13,1,101.47,12,0.539,10,0.254,17,0.141,7,0.284,3,0.454,17,0.535,29,0.291,2,0.16,28,0.294,25,0.427474521848388
"R. Saunders (7-24)","2020-21","MIN","7","24",30,-6.7,29,105.7,28,112.4,23,7,101.22,26,0.507,28,0.216,17,0.141,18,0.267,18,0.39,16,0.536,28,0.284,10,0.148,30,0.298,2,0.342565597667638
"C. Finch (16-25)","2020-21","MIN","16","25",23,-4.2,25,111.9,17,116.1,29,4,102.51,20,0.53,2,0.283,20,0.138,10,0.274,8,0.431,29,0.57,18,0.249,5,0.149,24,0.272,19,0.399782726778925
"R. Saunders (19-45)","2019-20","MIN","19","45",28,-4,24,107.6,24,111.6,20,3,103.94,26,0.514,5,0.277,18,0.146,18,0.264,3,0.433,21,0.541,22,0.279,11,0.147,17,0.269,4,0.35257518147252
"T. Thibodeau (19-21)","2018-19","MIN","19","21",19,0.3,18,109.5,15,109.1,16,12,101.11,23,0.508,12,0.27,3,0.129,7,0.289,24,0.314,21,0.526,11,0.241,7,0.154,26,0.293,21,0.367540435025098
"R. Saunders (17-25)","2018-19","MIN","17","25",20,-3.5,22,111.6,14,115.1,27,16,100.67,23,0.515,11,0.264,11,0.128,2,0.296,26,0.316,27,0.549,13,0.253,12,0.137,28,0.289,22,0.377368421052632
"T. Thibodeau (47-35)","2017-18","MIN","47","35",12,2.3,10,112.5,4,110.2,25,23,96.75,13,0.523,5,0.28,3,0.128,4,0.289,30,0.261,27,0.539,11,0.242,4,0.155,25,0.28,20,0.350187265917603
"T. Thibodeau (31-51)","2016-17","MIN","31","51",24,-0.9,20,110,10,110.9,27,23,95.48,16,0.511,9,0.287,18,0.146,4,0.309,30,0.249,29,0.535,15,0.275,12,0.148,25,0.29,21,0.324059159466979
"S. Mitchell (29-53)","2015-16","MIN","29","53",26,-3.5,24,105.4,13,109,28,19,96.2,18,0.498,2,0.332,23,0.155,18,0.279,29,0.202,29,0.524,9,0.265,12,0.153,25,0.298,24,0.300057454754381
"F. Saunders (16-66)","2014-15","MIN","16","66",30,-9.1,29,101.8,26,110.9,30,10,95.45,28,0.468,3,0.309,21,0.156,7,0.311,30,0.179,30,0.537,6,0.246,10,0.158,29,0.318,16,0.27361892398673
"R. Adelman (40-42)","2013-14","MIN","40","42",17,2.6,11,107.7,10,105.2,12,4,98.33,21,0.486,4,0.321,2,0.14,5,0.317,19,0.245,27,0.518,1,0.233,6,0.166,9,0.285,13,0.258229284903519
"R. Adelman (31-51)","2012-13","MIN","31","51",22,-2.2,20,101.8,25,104,11,11,93.94,27,0.473,6,0.305,20,0.157,12,0.312,21,0.22,24,0.511,5,0.248,4,0.168,9,0.298,10,0.234189574883581
"R. Adelman (26-40)","2011-12","MIN","26","40",21,-2.2,21,103.1,18,105.3,24,4,94.44,20,0.477,7,0.306,17,0.16,13,0.311,6,0.262,18,0.491,7,0.248,29,0.139,14,0.307,7,0.211280056577086
"K. Rambis (17-65)","2010-11","MIN","17","65",30,-6.7,27,103.2,24,109.9,27,1,97.49,24,0.483,25,0.282,30,0.174,1,0.336,14,0.223,27,0.514,25,0.323,20,0.147,17,0.302,28,0.247319617502173
