"after","before","count","afterDate","beforeDate","flair"
1612051200,1612137600,315,2021-01-31,2021-02-01,"Spurs"
1612137600,1612224000,216,2021-02-01,2021-02-02,"Spurs"
1612224000,1612310400,332,2021-02-02,2021-02-03,"Spurs"
1612310400,1612396800,234,2021-02-03,2021-02-04,"Spurs"
1612396800,1612483200,0,2021-02-04,2021-02-05,"Spurs"
1612483200,1612569600,0,2021-02-05,2021-02-06,"Spurs"
1612569600,1612656000,0,2021-02-06,2021-02-07,"Spurs"
1612656000,1612742400,7,2021-02-07,2021-02-08,"Spurs"
1612742400,1612828800,177,2021-02-08,2021-02-09,"Spurs"
1612828800,1612915200,689,2021-02-09,2021-02-10,"Spurs"
1612915200,1613001600,344,2021-02-10,2021-02-11,"Spurs"
1613001600,1613088000,287,2021-02-11,2021-02-12,"Spurs"
1613088000,1613174400,265,2021-02-12,2021-02-13,"Spurs"
1613174400,1613260800,473,2021-02-13,2021-02-14,"Spurs"
1613260800,1613347200,276,2021-02-14,2021-02-15,"Spurs"
1613347200,1613433600,732,2021-02-15,2021-02-16,"Spurs"
1613433600,1613520000,254,2021-02-16,2021-02-17,"Spurs"
1613520000,1613606400,163,2021-02-17,2021-02-18,"Spurs"
1613606400,1613692800,318,2021-02-18,2021-02-19,"Spurs"
1613692800,1613779200,279,2021-02-19,2021-02-20,"Spurs"
1613779200,1613865600,263,2021-02-20,2021-02-21,"Spurs"
1613865600,1613952000,360,2021-02-21,2021-02-22,"Spurs"
1613952000,1614038400,412,2021-02-22,2021-02-23,"Spurs"
1614038400,1614124800,358,2021-02-23,2021-02-24,"Spurs"
1614124800,1614211200,493,2021-02-24,2021-02-25,"Spurs"
1614211200,1614297600,409,2021-02-25,2021-02-26,"Spurs"
1614297600,1614384000,325,2021-02-26,2021-02-27,"Spurs"
1614384000,1614470400,73,2021-02-27,2021-02-28,"Spurs"
1614470400,1614556800,0,2021-02-28,2021-03-01,"Spurs"
1614556800,1614643200,0,2021-03-01,2021-03-02,"Spurs"
1614643200,1614729600,135,2021-03-02,2021-03-03,"Spurs"
1614729600,1614816000,588,2021-03-03,2021-03-04,"Spurs"
1614816000,1614902400,543,2021-03-04,2021-03-05,"Spurs"
1614902400,1614988800,14,2021-03-05,2021-03-06,"Spurs"
1614988800,1615075200,0,2021-03-06,2021-03-07,"Spurs"
1615075200,1615161600,31,2021-03-07,2021-03-08,"Spurs"
1615161600,1615248000,541,2021-03-08,2021-03-09,"Spurs"
1615248000,1615334400,297,2021-03-09,2021-03-10,"Spurs"
1615334400,1615420800,319,2021-03-10,2021-03-11,"Spurs"
1615420800,1615507200,741,2021-03-11,2021-03-12,"Spurs"
1615507200,1615593600,332,2021-03-12,2021-03-13,"Spurs"
1615593600,1615680000,313,2021-03-13,2021-03-14,"Spurs"
1615680000,1615766400,292,2021-03-14,2021-03-15,"Spurs"
1615766400,1615852800,327,2021-03-15,2021-03-16,"Spurs"
1615852800,1615939200,357,2021-03-16,2021-03-17,"Spurs"
1615939200,1616025600,214,2021-03-17,2021-03-18,"Spurs"
1616025600,1616112000,0,2021-03-18,2021-03-19,"Spurs"
1616112000,1616198400,0,2021-03-19,2021-03-20,"Spurs"
1616198400,1616284800,0,2021-03-20,2021-03-21,"Spurs"
1616284800,1616371200,0,2021-03-21,2021-03-22,"Spurs"
1616371200,1616457600,0,2021-03-22,2021-03-23,"Spurs"
1616457600,1616544000,0,2021-03-23,2021-03-24,"Spurs"
1616544000,1616630400,0,2021-03-24,2021-03-25,"Spurs"
1616630400,1616716800,0,2021-03-25,2021-03-26,"Spurs"
1616716800,1616803200,0,2021-03-26,2021-03-27,"Spurs"
1616803200,1616889600,183,2021-03-27,2021-03-28,"Spurs"
1616889600,1616976000,535,2021-03-28,2021-03-29,"Spurs"
1616976000,1617062400,422,2021-03-29,2021-03-30,"Spurs"
1617062400,1617148800,296,2021-03-30,2021-03-31,"Spurs"
1617148800,1617235200,324,2021-03-31,2021-04-01,"Spurs"
1617235200,1617321600,262,2021-04-01,2021-04-02,"Spurs"
1617321600,1617408000,380,2021-04-02,2021-04-03,"Spurs"
1617408000,1617494400,338,2021-04-03,2021-04-04,"Spurs"
1617494400,1617580800,249,2021-04-04,2021-04-05,"Spurs"
1617580800,1617667200,280,2021-04-05,2021-04-06,"Spurs"
1617667200,1617753600,257,2021-04-06,2021-04-07,"Spurs"
1617753600,1617840000,279,2021-04-07,2021-04-08,"Spurs"
1617840000,1617926400,301,2021-04-08,2021-04-09,"Spurs"
1617926400,1618012800,226,2021-04-09,2021-04-10,"Spurs"
1618012800,1618099200,0,2021-04-10,2021-04-11,"Spurs"
1618099200,1618185600,0,2021-04-11,2021-04-12,"Spurs"
1618185600,1618272000,0,2021-04-12,2021-04-13,"Spurs"
1618272000,1618358400,0,2021-04-13,2021-04-14,"Spurs"
1618358400,1618444800,187,2021-04-14,2021-04-15,"Spurs"
1618444800,1618531200,427,2021-04-15,2021-04-16,"Spurs"
1618531200,1618617600,237,2021-04-16,2021-04-17,"Spurs"
1618617600,1618704000,262,2021-04-17,2021-04-18,"Spurs"
1618704000,1618790400,446,2021-04-18,2021-04-19,"Spurs"
1618790400,1618876800,312,2021-04-19,2021-04-20,"Spurs"
1618876800,1618963200,454,2021-04-20,2021-04-21,"Spurs"
1618963200,1619049600,320,2021-04-21,2021-04-22,"Spurs"
1619049600,1619136000,344,2021-04-22,2021-04-23,"Spurs"
1619136000,1619222400,347,2021-04-23,2021-04-24,"Spurs"
1619222400,1619308800,215,2021-04-24,2021-04-25,"Spurs"
1619308800,1619395200,335,2021-04-25,2021-04-26,"Spurs"
1619395200,1619481600,287,2021-04-26,2021-04-27,"Spurs"
1619481600,1619568000,546,2021-04-27,2021-04-28,"Spurs"
1619568000,1619654400,243,2021-04-28,2021-04-29,"Spurs"
1619654400,1619740800,257,2021-04-29,2021-04-30,"Spurs"
1619740800,1619827200,207,2021-04-30,2021-05-01,"Spurs"
1619827200,1619913600,297,2021-05-01,2021-05-02,"Spurs"
1619913600,1620000000,260,2021-05-02,2021-05-03,"Spurs"
1620000000,1620086400,586,2021-05-03,2021-05-04,"Spurs"
1620086400,1620172800,546,2021-05-04,2021-05-05,"Spurs"
1620172800,1620259200,478,2021-05-05,2021-05-06,"Spurs"
1620259200,1620345600,419,2021-05-06,2021-05-07,"Spurs"
1620345600,1620432000,420,2021-05-07,2021-05-08,"Spurs"
1620432000,1620518400,349,2021-05-08,2021-05-09,"Spurs"
1620518400,1620604800,361,2021-05-09,2021-05-10,"Spurs"
1620604800,1620691200,238,2021-05-10,2021-05-11,"Spurs"
1620691200,1620777600,523,2021-05-11,2021-05-12,"Spurs"
1620777600,1620864000,303,2021-05-12,2021-05-13,"Spurs"
1620864000,1620950400,328,2021-05-13,2021-05-14,"Spurs"
1620950400,1621036800,355,2021-05-14,2021-05-15,"Spurs"
1621036800,1621123200,383,2021-05-15,2021-05-16,"Spurs"
1621123200,1621209600,617,2021-05-16,2021-05-17,"Spurs"
1621209600,1621296000,375,2021-05-17,2021-05-18,"Spurs"
1621296000,1621382400,436,2021-05-18,2021-05-19,"Spurs"
1621382400,1621468800,655,2021-05-19,2021-05-20,"Spurs"
1621468800,1621555200,1228,2021-05-20,2021-05-21,"Spurs"
1621555200,1621641600,277,2021-05-21,2021-05-22,"Spurs"
1621641600,1621728000,1126,2021-05-22,2021-05-23,"Spurs"
1621728000,1621814400,1020,2021-05-23,2021-05-24,"Spurs"
1621814400,1621900800,751,2021-05-24,2021-05-25,"Spurs"
1621900800,1621987200,767,2021-05-25,2021-05-26,"Spurs"
1621987200,1622073600,1038,2021-05-26,2021-05-27,"Spurs"
1622073600,1622160000,610,2021-05-27,2021-05-28,"Spurs"
1622160000,1622246400,726,2021-05-28,2021-05-29,"Spurs"
1622246400,1622332800,894,2021-05-29,2021-05-30,"Spurs"
1622332800,1622419200,578,2021-05-30,2021-05-31,"Spurs"
1622419200,1622505600,646,2021-05-31,2021-06-01,"Spurs"
1622505600,1622592000,632,2021-06-01,2021-06-02,"Spurs"
1622592000,1622678400,1152,2021-06-02,2021-06-03,"Spurs"
1622678400,1622764800,791,2021-06-03,2021-06-04,"Spurs"
1622764800,1622851200,1506,2021-06-04,2021-06-05,"Spurs"
1622851200,1622937600,859,2021-06-05,2021-06-06,"Spurs"
1622937600,1623024000,1207,2021-06-06,2021-06-07,"Spurs"
1623024000,1623110400,575,2021-06-07,2021-06-08,"Spurs"
1623110400,1623196800,1055,2021-06-08,2021-06-09,"Spurs"
1623196800,1623283200,794,2021-06-09,2021-06-10,"Spurs"
1623283200,1623369600,439,2021-06-10,2021-06-11,"Spurs"
1623369600,1623456000,927,2021-06-11,2021-06-12,"Spurs"
1623456000,1623542400,516,2021-06-12,2021-06-13,"Spurs"
1623542400,1623628800,661,2021-06-13,2021-06-14,"Spurs"
1623628800,1623715200,754,2021-06-14,2021-06-15,"Spurs"
1623715200,1623801600,743,2021-06-15,2021-06-16,"Spurs"
1606780800,1606867200,275,2020-12-01,2020-12-02,"Suns"
1606867200,1606953600,332,2020-12-02,2020-12-03,"Suns"
1606953600,1607040000,195,2020-12-03,2020-12-04,"Suns"
1607040000,1607126400,259,2020-12-04,2020-12-05,"Suns"
1607126400,1607212800,217,2020-12-05,2020-12-06,"Suns"
1607212800,1607299200,196,2020-12-06,2020-12-07,"Suns"
1607299200,1607385600,250,2020-12-07,2020-12-08,"Suns"
1607385600,1607472000,307,2020-12-08,2020-12-09,"Suns"
1607472000,1607558400,237,2020-12-09,2020-12-10,"Suns"
1607558400,1607644800,311,2020-12-10,2020-12-11,"Suns"
1607644800,1607731200,292,2020-12-11,2020-12-12,"Suns"
1607731200,1607817600,255,2020-12-12,2020-12-13,"Suns"
1607817600,1607904000,184,2020-12-13,2020-12-14,"Suns"
1607904000,1607990400,236,2020-12-14,2020-12-15,"Suns"
1607990400,1608076800,278,2020-12-15,2020-12-16,"Suns"
1608076800,1608163200,208,2020-12-16,2020-12-17,"Suns"
1608163200,1608249600,238,2020-12-17,2020-12-18,"Suns"
1608249600,1608336000,204,2020-12-18,2020-12-19,"Suns"
1608336000,1608422400,259,2020-12-19,2020-12-20,"Suns"
1608422400,1608508800,177,2020-12-20,2020-12-21,"Suns"
1608508800,1608595200,196,2020-12-21,2020-12-22,"Suns"
1608595200,1608681600,243,2020-12-22,2020-12-23,"Suns"
1608681600,1608768000,798,2020-12-23,2020-12-24,"Suns"
1608768000,1608854400,1068,2020-12-24,2020-12-25,"Suns"
1608854400,1608940800,366,2020-12-25,2020-12-26,"Suns"
1608940800,1609027200,442,2020-12-26,2020-12-27,"Suns"
1609027200,1609113600,350,2020-12-27,2020-12-28,"Suns"
1609113600,1609200000,446,2020-12-28,2020-12-29,"Suns"
1609200000,1609286400,265,2020-12-29,2020-12-30,"Suns"
1609286400,1609372800,933,2020-12-30,2020-12-31,"Suns"
1609372800,1609459200,420,2020-12-31,2021-01-01,"Suns"
1609459200,1609545600,938,2021-01-01,2021-01-02,"Suns"
1609545600,1609632000,999,2021-01-02,2021-01-03,"Suns"
1609632000,1609718400,364,2021-01-03,2021-01-04,"Suns"
1609718400,1609804800,497,2021-01-04,2021-01-05,"Suns"
1609804800,1609891200,284,2021-01-05,2021-01-06,"Suns"
1609891200,1609977600,248,2021-01-06,2021-01-07,"Suns"
1609977600,1610064000,646,2021-01-07,2021-01-08,"Suns"
1610064000,1610150400,404,2021-01-08,2021-01-09,"Suns"
1610150400,1610236800,318,2021-01-09,2021-01-10,"Suns"
1610236800,1610323200,553,2021-01-10,2021-01-11,"Suns"
1610323200,1610409600,371,2021-01-11,2021-01-12,"Suns"
1610409600,1610496000,358,2021-01-12,2021-01-13,"Suns"
1610496000,1610582400,632,2021-01-13,2021-01-14,"Suns"
1610582400,1610668800,361,2021-01-14,2021-01-15,"Suns"
1610668800,1610755200,271,2021-01-15,2021-01-16,"Suns"
1610755200,1610841600,237,2021-01-16,2021-01-17,"Suns"
1610841600,1610928000,224,2021-01-17,2021-01-18,"Suns"
1610928000,1611014400,229,2021-01-18,2021-01-19,"Suns"
1611014400,1611100800,439,2021-01-19,2021-01-20,"Suns"
1611100800,1611187200,179,2021-01-20,2021-01-21,"Suns"
1611187200,1611273600,554,2021-01-21,2021-01-22,"Suns"
1611273600,1611360000,347,2021-01-22,2021-01-23,"Suns"
1611360000,1611446400,630,2021-01-23,2021-01-24,"Suns"
1611446400,1611532800,292,2021-01-24,2021-01-25,"Suns"
1611532800,1611619200,0,2021-01-25,2021-01-26,"Suns"
1611619200,1611705600,0,2021-01-26,2021-01-27,"Suns"
1611705600,1611792000,65,2021-01-27,2021-01-28,"Suns"
1611792000,1611878400,274,2021-01-28,2021-01-29,"Suns"
1611878400,1611964800,345,2021-01-29,2021-01-30,"Suns"
1611964800,1612051200,187,2021-01-30,2021-01-31,"Suns"
1612051200,1612137600,473,2021-01-31,2021-02-01,"Suns"
1612137600,1612224000,217,2021-02-01,2021-02-02,"Suns"
1612224000,1612310400,813,2021-02-02,2021-02-03,"Suns"
1612310400,1612396800,288,2021-02-03,2021-02-04,"Suns"
1612396800,1612483200,0,2021-02-04,2021-02-05,"Suns"
1612483200,1612569600,0,2021-02-05,2021-02-06,"Suns"
1612569600,1612656000,0,2021-02-06,2021-02-07,"Suns"
1612656000,1612742400,12,2021-02-07,2021-02-08,"Suns"
1612742400,1612828800,205,2021-02-08,2021-02-09,"Suns"
1612828800,1612915200,414,2021-02-09,2021-02-10,"Suns"
1612915200,1613001600,349,2021-02-10,2021-02-11,"Suns"
1613001600,1613088000,1124,2021-02-11,2021-02-12,"Suns"
1613088000,1613174400,312,2021-02-12,2021-02-13,"Suns"
1613174400,1613260800,680,2021-02-13,2021-02-14,"Suns"
1613260800,1613347200,476,2021-02-14,2021-02-15,"Suns"
1613347200,1613433600,614,2021-02-15,2021-02-16,"Suns"
1613433600,1613520000,311,2021-02-16,2021-02-17,"Suns"
1613520000,1613606400,227,2021-02-17,2021-02-18,"Suns"
1613606400,1613692800,245,2021-02-18,2021-02-19,"Suns"
1613692800,1613779200,319,2021-02-19,2021-02-20,"Suns"
1613779200,1613865600,404,2021-02-20,2021-02-21,"Suns"
1613865600,1613952000,471,2021-02-21,2021-02-22,"Suns"
1613952000,1614038400,280,2021-02-22,2021-02-23,"Suns"
1614038400,1614124800,1240,2021-02-23,2021-02-24,"Suns"
1614124800,1614211200,1133,2021-02-24,2021-02-25,"Suns"
1614211200,1614297600,735,2021-02-25,2021-02-26,"Suns"
1614297600,1614384000,480,2021-02-26,2021-02-27,"Suns"
1614384000,1614470400,158,2021-02-27,2021-02-28,"Suns"
1614470400,1614556800,0,2021-02-28,2021-03-01,"Suns"
1614556800,1614643200,0,2021-03-01,2021-03-02,"Suns"
1614643200,1614729600,294,2021-03-02,2021-03-03,"Suns"
1614729600,1614816000,1868,2021-03-03,2021-03-04,"Suns"
1614816000,1614902400,720,2021-03-04,2021-03-05,"Suns"
1614902400,1614988800,20,2021-03-05,2021-03-06,"Suns"
1614988800,1615075200,0,2021-03-06,2021-03-07,"Suns"
1615075200,1615161600,18,2021-03-07,2021-03-08,"Suns"
1615161600,1615248000,579,2021-03-08,2021-03-09,"Suns"
1615248000,1615334400,368,2021-03-09,2021-03-10,"Suns"
1615334400,1615420800,337,2021-03-10,2021-03-11,"Suns"
1615420800,1615507200,340,2021-03-11,2021-03-12,"Suns"
1615507200,1615593600,704,2021-03-12,2021-03-13,"Suns"
1615593600,1615680000,353,2021-03-13,2021-03-14,"Suns"
1615680000,1615766400,288,2021-03-14,2021-03-15,"Suns"
1615766400,1615852800,191,2021-03-15,2021-03-16,"Suns"
1615852800,1615939200,458,2021-03-16,2021-03-17,"Suns"
1615939200,1616025600,251,2021-03-17,2021-03-18,"Suns"
1616025600,1616112000,0,2021-03-18,2021-03-19,"Suns"
1616112000,1616198400,0,2021-03-19,2021-03-20,"Suns"
1616198400,1616284800,0,2021-03-20,2021-03-21,"Suns"
1616284800,1616371200,0,2021-03-21,2021-03-22,"Suns"
1616371200,1616457600,0,2021-03-22,2021-03-23,"Suns"
1616457600,1616544000,0,2021-03-23,2021-03-24,"Suns"
1616544000,1616630400,0,2021-03-24,2021-03-25,"Suns"
1616630400,1616716800,0,2021-03-25,2021-03-26,"Suns"
1616716800,1616803200,0,2021-03-26,2021-03-27,"Suns"
1616803200,1616889600,146,2021-03-27,2021-03-28,"Suns"
1616889600,1616976000,363,2021-03-28,2021-03-29,"Suns"
1616976000,1617062400,313,2021-03-29,2021-03-30,"Suns"
1617062400,1617148800,330,2021-03-30,2021-03-31,"Suns"
1617148800,1617235200,414,2021-03-31,2021-04-01,"Suns"
1617235200,1617321600,262,2021-04-01,2021-04-02,"Suns"
1617321600,1617408000,267,2021-04-02,2021-04-03,"Suns"
1617408000,1617494400,548,2021-04-03,2021-04-04,"Suns"
1617494400,1617580800,270,2021-04-04,2021-04-05,"Suns"
1617580800,1617667200,432,2021-04-05,2021-04-06,"Suns"
1617667200,1617753600,452,2021-04-06,2021-04-07,"Suns"
1617753600,1617840000,352,2021-04-07,2021-04-08,"Suns"
1617840000,1617926400,1274,2021-04-08,2021-04-09,"Suns"
1617926400,1618012800,667,2021-04-09,2021-04-10,"Suns"
1618012800,1618099200,0,2021-04-10,2021-04-11,"Suns"
1618099200,1618185600,0,2021-04-11,2021-04-12,"Suns"
1618185600,1618272000,0,2021-04-12,2021-04-13,"Suns"
1618272000,1618358400,0,2021-04-13,2021-04-14,"Suns"
1618358400,1618444800,604,2021-04-14,2021-04-15,"Suns"
1618444800,1618531200,396,2021-04-15,2021-04-16,"Suns"
1618531200,1618617600,669,2021-04-16,2021-04-17,"Suns"
1618617600,1618704000,371,2021-04-17,2021-04-18,"Suns"
1618704000,1618790400,310,2021-04-18,2021-04-19,"Suns"
1618790400,1618876800,249,2021-04-19,2021-04-20,"Suns"
1618876800,1618963200,924,2021-04-20,2021-04-21,"Suns"
1618963200,1619049600,395,2021-04-21,2021-04-22,"Suns"
1619049600,1619136000,685,2021-04-22,2021-04-23,"Suns"
1619136000,1619222400,322,2021-04-23,2021-04-24,"Suns"
1619222400,1619308800,217,2021-04-24,2021-04-25,"Suns"
1619308800,1619395200,333,2021-04-25,2021-04-26,"Suns"
1619395200,1619481600,289,2021-04-26,2021-04-27,"Suns"
1619481600,1619568000,650,2021-04-27,2021-04-28,"Suns"
1619568000,1619654400,280,2021-04-28,2021-04-29,"Suns"
1619654400,1619740800,929,2021-04-29,2021-04-30,"Suns"
1619740800,1619827200,329,2021-04-30,2021-05-01,"Suns"
1619827200,1619913600,739,2021-05-01,2021-05-02,"Suns"
1619913600,1620000000,245,2021-05-02,2021-05-03,"Suns"
1620000000,1620086400,740,2021-05-03,2021-05-04,"Suns"
1620086400,1620172800,432,2021-05-04,2021-05-05,"Suns"
1620172800,1620259200,661,2021-05-05,2021-05-06,"Suns"
1620259200,1620345600,362,2021-05-06,2021-05-07,"Suns"
1620345600,1620432000,332,2021-05-07,2021-05-08,"Suns"
1620432000,1620518400,516,2021-05-08,2021-05-09,"Suns"
1620518400,1620604800,252,2021-05-09,2021-05-10,"Suns"
1620604800,1620691200,658,2021-05-10,2021-05-11,"Suns"
1620691200,1620777600,258,2021-05-11,2021-05-12,"Suns"
1620777600,1620864000,364,2021-05-12,2021-05-13,"Suns"
1620864000,1620950400,244,2021-05-13,2021-05-14,"Suns"
1620950400,1621036800,766,2021-05-14,2021-05-15,"Suns"
1621036800,1621123200,394,2021-05-15,2021-05-16,"Suns"
1621123200,1621209600,471,2021-05-16,2021-05-17,"Suns"
1621209600,1621296000,610,2021-05-17,2021-05-18,"Suns"
1621296000,1621382400,599,2021-05-18,2021-05-19,"Suns"
1621382400,1621468800,577,2021-05-19,2021-05-20,"Suns"
1621468800,1621555200,1434,2021-05-20,2021-05-21,"Suns"
1621555200,1621641600,371,2021-05-21,2021-05-22,"Suns"
1621641600,1621728000,1036,2021-05-22,2021-05-23,"Suns"
1621728000,1621814400,2654,2021-05-23,2021-05-24,"Suns"
1621814400,1621900800,1442,2021-05-24,2021-05-25,"Suns"
1621900800,1621987200,815,2021-05-25,2021-05-26,"Suns"
1621987200,1622073600,2039,2021-05-26,2021-05-27,"Suns"
1622073600,1622160000,535,2021-05-27,2021-05-28,"Suns"
1622160000,1622246400,1827,2021-05-28,2021-05-29,"Suns"
1622246400,1622332800,694,2021-05-29,2021-05-30,"Suns"
1622332800,1622419200,2064,2021-05-30,2021-05-31,"Suns"
1622419200,1622505600,1359,2021-05-31,2021-06-01,"Suns"
1622505600,1622592000,895,2021-06-01,2021-06-02,"Suns"
1622592000,1622678400,3342,2021-06-02,2021-06-03,"Suns"
1622678400,1622764800,1583,2021-06-03,2021-06-04,"Suns"
1622764800,1622851200,6203,2021-06-04,2021-06-05,"Suns"
1622851200,1622937600,1365,2021-06-05,2021-06-06,"Suns"
1622937600,1623024000,1664,2021-06-06,2021-06-07,"Suns"
1623024000,1623110400,731,2021-06-07,2021-06-08,"Suns"
1623110400,1623196800,4435,2021-06-08,2021-06-09,"Suns"
1623196800,1623283200,1606,2021-06-09,2021-06-10,"Suns"
1623283200,1623369600,3698,2021-06-10,2021-06-11,"Suns"
1623369600,1623456000,2119,2021-06-11,2021-06-12,"Suns"
1623456000,1623542400,3657,2021-06-12,2021-06-13,"Suns"
1623542400,1623628800,1297,2021-06-13,2021-06-14,"Suns"
1623628800,1623715200,5580,2021-06-14,2021-06-15,"Suns"
1623715200,1623801600,1933,2021-06-15,2021-06-16,"Suns"
1606780800,1606867200,333,2020-12-01,2020-12-02,"Thunder"
1606867200,1606953600,363,2020-12-02,2020-12-03,"Thunder"
1606953600,1607040000,454,2020-12-03,2020-12-04,"Thunder"
1607040000,1607126400,292,2020-12-04,2020-12-05,"Thunder"
1607126400,1607212800,206,2020-12-05,2020-12-06,"Thunder"
1607212800,1607299200,232,2020-12-06,2020-12-07,"Thunder"
1607299200,1607385600,356,2020-12-07,2020-12-08,"Thunder"
1607385600,1607472000,385,2020-12-08,2020-12-09,"Thunder"
1607472000,1607558400,374,2020-12-09,2020-12-10,"Thunder"
1607558400,1607644800,427,2020-12-10,2020-12-11,"Thunder"
1607644800,1607731200,350,2020-12-11,2020-12-12,"Thunder"
1607731200,1607817600,301,2020-12-12,2020-12-13,"Thunder"
1607817600,1607904000,352,2020-12-13,2020-12-14,"Thunder"
1607904000,1607990400,320,2020-12-14,2020-12-15,"Thunder"
1607990400,1608076800,385,2020-12-15,2020-12-16,"Thunder"
1608076800,1608163200,399,2020-12-16,2020-12-17,"Thunder"
1608163200,1608249600,378,2020-12-17,2020-12-18,"Thunder"
1608249600,1608336000,377,2020-12-18,2020-12-19,"Thunder"
1608336000,1608422400,221,2020-12-19,2020-12-20,"Thunder"
1608422400,1608508800,271,2020-12-20,2020-12-21,"Thunder"
1608508800,1608595200,298,2020-12-21,2020-12-22,"Thunder"
1608595200,1608681600,381,2020-12-22,2020-12-23,"Thunder"
1608681600,1608768000,938,2020-12-23,2020-12-24,"Thunder"
1608768000,1608854400,546,2020-12-24,2020-12-25,"Thunder"
1608854400,1608940800,564,2020-12-25,2020-12-26,"Thunder"
1608940800,1609027200,566,2020-12-26,2020-12-27,"Thunder"
1609027200,1609113600,687,2020-12-27,2020-12-28,"Thunder"
1609113600,1609200000,350,2020-12-28,2020-12-29,"Thunder"
1609200000,1609286400,498,2020-12-29,2020-12-30,"Thunder"
1609286400,1609372800,395,2020-12-30,2020-12-31,"Thunder"
1609372800,1609459200,347,2020-12-31,2021-01-01,"Thunder"
1609459200,1609545600,358,2021-01-01,2021-01-02,"Thunder"
1609545600,1609632000,294,2021-01-02,2021-01-03,"Thunder"
1609632000,1609718400,302,2021-01-03,2021-01-04,"Thunder"
1609718400,1609804800,340,2021-01-04,2021-01-05,"Thunder"
1609804800,1609891200,266,2021-01-05,2021-01-06,"Thunder"
1609891200,1609977600,161,2021-01-06,2021-01-07,"Thunder"
1609977600,1610064000,471,2021-01-07,2021-01-08,"Thunder"
1610064000,1610150400,284,2021-01-08,2021-01-09,"Thunder"
1610150400,1610236800,288,2021-01-09,2021-01-10,"Thunder"
1610236800,1610323200,197,2021-01-10,2021-01-11,"Thunder"
1610323200,1610409600,431,2021-01-11,2021-01-12,"Thunder"
1610409600,1610496000,315,2021-01-12,2021-01-13,"Thunder"
1610496000,1610582400,832,2021-01-13,2021-01-14,"Thunder"
1610582400,1610668800,563,2021-01-14,2021-01-15,"Thunder"
1610668800,1610755200,366,2021-01-15,2021-01-16,"Thunder"
1610755200,1610841600,441,2021-01-16,2021-01-17,"Thunder"
1610841600,1610928000,348,2021-01-17,2021-01-18,"Thunder"
1610928000,1611014400,242,2021-01-18,2021-01-19,"Thunder"
1611014400,1611100800,317,2021-01-19,2021-01-20,"Thunder"
1611100800,1611187200,352,2021-01-20,2021-01-21,"Thunder"
1611187200,1611273600,289,2021-01-21,2021-01-22,"Thunder"
1611273600,1611360000,270,2021-01-22,2021-01-23,"Thunder"
1611360000,1611446400,264,2021-01-23,2021-01-24,"Thunder"
1611446400,1611532800,93,2021-01-24,2021-01-25,"Thunder"
1611532800,1611619200,0,2021-01-25,2021-01-26,"Thunder"
1611619200,1611705600,0,2021-01-26,2021-01-27,"Thunder"
1611705600,1611792000,122,2021-01-27,2021-01-28,"Thunder"
1611792000,1611878400,347,2021-01-28,2021-01-29,"Thunder"
1611878400,1611964800,196,2021-01-29,2021-01-30,"Thunder"
1611964800,1612051200,246,2021-01-30,2021-01-31,"Thunder"
1612051200,1612137600,189,2021-01-31,2021-02-01,"Thunder"
1612137600,1612224000,418,2021-02-01,2021-02-02,"Thunder"
1612224000,1612310400,205,2021-02-02,2021-02-03,"Thunder"
1612310400,1612396800,152,2021-02-03,2021-02-04,"Thunder"
1612396800,1612483200,0,2021-02-04,2021-02-05,"Thunder"
1612483200,1612569600,0,2021-02-05,2021-02-06,"Thunder"
1612569600,1612656000,0,2021-02-06,2021-02-07,"Thunder"
1612656000,1612742400,5,2021-02-07,2021-02-08,"Thunder"
1612742400,1612828800,165,2021-02-08,2021-02-09,"Thunder"
1612828800,1612915200,196,2021-02-09,2021-02-10,"Thunder"
1612915200,1613001600,244,2021-02-10,2021-02-11,"Thunder"
1613001600,1613088000,352,2021-02-11,2021-02-12,"Thunder"
1613088000,1613174400,213,2021-02-12,2021-02-13,"Thunder"
1613174400,1613260800,236,2021-02-13,2021-02-14,"Thunder"
1613260800,1613347200,214,2021-02-14,2021-02-15,"Thunder"
1613347200,1613433600,346,2021-02-15,2021-02-16,"Thunder"
1613433600,1613520000,229,2021-02-16,2021-02-17,"Thunder"
1613520000,1613606400,141,2021-02-17,2021-02-18,"Thunder"
1613606400,1613692800,318,2021-02-18,2021-02-19,"Thunder"
1613692800,1613779200,222,2021-02-19,2021-02-20,"Thunder"
1613779200,1613865600,204,2021-02-20,2021-02-21,"Thunder"
1613865600,1613952000,251,2021-02-21,2021-02-22,"Thunder"
1613952000,1614038400,350,2021-02-22,2021-02-23,"Thunder"
1614038400,1614124800,397,2021-02-23,2021-02-24,"Thunder"
1614124800,1614211200,336,2021-02-24,2021-02-25,"Thunder"
1614211200,1614297600,563,2021-02-25,2021-02-26,"Thunder"
1614297600,1614384000,289,2021-02-26,2021-02-27,"Thunder"
1614384000,1614470400,98,2021-02-27,2021-02-28,"Thunder"
1614470400,1614556800,0,2021-02-28,2021-03-01,"Thunder"
1614556800,1614643200,0,2021-03-01,2021-03-02,"Thunder"
1614643200,1614729600,114,2021-03-02,2021-03-03,"Thunder"
1614729600,1614816000,241,2021-03-03,2021-03-04,"Thunder"
1614816000,1614902400,263,2021-03-04,2021-03-05,"Thunder"
1614902400,1614988800,8,2021-03-05,2021-03-06,"Thunder"
